reporting_date,seller_type,payment_type,rto_type,rto_reason,last_undelivery_status,LPD_Bucket,rto_count,total_shipment_count
20260407,ABF,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,2,119
20260407,ABF,prepaid,ZRTO,ZRTO_others,,Breach,1,119
20260407,ABF,prepaid,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,1,119
20260407,ACM,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,9
20260407,ACM,cod,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,1,9
20260407,ACM,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,1,9
20260407,ACM,cod,ZRTO,ZRTO_others,,Breach,1,9
20260407,AIL,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,3,14
20260407,AIL,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,2,14
20260407,AIL,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,1,14
20260407,AIL,cod,ZRTO,ZRTO_others,,Breach,1,14
20260407,AIL,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,14
20260407,ARD,prepaid,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,1,5
20260407,BFK,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,1,4
20260407,BFK,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,1,4
20260407,BFK,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,1,4
20260407,BGS,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,3,47
20260407,BGS,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,2,47
20260407,BGS,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,2,47
20260407,BGS,prepaid,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,2,158
20260407,BGS,cod,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,Breach,2,47
20260407,BGS,cod,ZRTO,ZRTO_others,,Breach,2,47
20260407,BGS,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,1,158
20260407,BGS,prepaid,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,1,158
20260407,BGS,cod,ZRTO,ZRTO_OSM,Undelivered_OtherStateMisroute,Breach,1,47
20260407,BGS,cod,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,1,47
20260407,BGS,prepaid,ZRTO,ZRTO_others,,Breach,1,158
20260407,BGS,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,1,158
20260407,BHN,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,12,90
20260407,BHN,cod,ZRTO,ZRTO_others,,Breach,4,90
20260407,BHN,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,3,90
20260407,BHN,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,2,90
20260407,BHN,cod,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,1,90
20260407,BHN,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,1,90
20260407,BHN,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,1,90
20260407,BHN,prepaid,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,1,18
20260407,BHN,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,90
20260407,BHN,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_HeavyLoad,Breach,1,90
20260407,BIB,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,1,17
20260407,BIB,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,1,17
20260407,BIB,cod,ZRTO,ZRTO_others,,Breach,1,17
20260407,BNB,prepaid,ZRTO,ZRTO_others,,Breach,4,196
20260407,BNB,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,3,44
20260407,BNB,prepaid,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,196
20260407,BNB,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,1,44
20260407,BNB,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,1,44
20260407,BNB,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,1,196
20260407,BNB,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,1,44
20260407,BNB,cod,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,1,44
20260407,BNB,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,RTO On/Before LPD,1,44
20260407,BSC,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_HeavyLoad,Breach,1,20
20260407,BSC,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,20
20260407,BSR,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,642,3565
20260407,BSR,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,242,3565
20260407,BSR,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,148,3565
20260407,BSR,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,127,3565
20260407,BSR,cod,ZRTO,ZRTO_others,,Breach,104,3565
20260407,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,39,3565
20260407,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,35,3565
20260407,BSR,cod,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,29,3565
20260407,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,22,3565
20260407,BSR,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,20,3565
20260407,BSR,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,20,3565
20260407,BSR,cod,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,15,3565
20260407,BSR,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_No_Response,Breach,12,3565
20260407,BSR,cod,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,Breach,12,3565
20260407,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,Breach,11,3565
20260407,BSR,cod,ZRTO,ZRTO_others,,RTO On/Before LPD,10,3565
20260407,BSR,prepaid,ZRTO,ZRTO_others,,Breach,9,713
20260407,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,RTO On/Before LPD,6,3565
20260407,BSR,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,6,713
20260407,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Shipment_Damage,Breach,5,3565
20260407,BSR,prepaid,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,4,713
20260407,BSR,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_NonServiceablePincode,Breach,4,3565
20260407,BSR,cod,Non_ZRTO,Attempt_1_or_2,,RTO On/Before LPD,3,3565
20260407,BSR,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_NonServiceablePincode,Breach,3,3565
20260407,BSR,cod,ZRTO,ZRTO_OSM,Undelivered_OtherStateMisroute,Breach,3,3565
20260407,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_SameStateMisroute,Breach,3,3565
20260407,BSR,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_Shipment_Damage,Breach,2,3565
20260407,BSR,prepaid,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,2,713
20260407,BSR,prepaid,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,2,713
20260407,BSR,cod,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,RTO On/Before LPD,2,3565
20260407,BSR,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_SameStateMisroute,Breach,2,3565
20260407,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,RTO On/Before LPD,2,3565
20260407,BSR,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,1,713
20260407,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_OtherStateMisroute,Breach,1,3565
20260407,BSR,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,1,713
20260407,BSR,prepaid,Non_ZRTO,Cancelled_by_Client,Undelivered_No_Response,Breach,1,713
20260407,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Incomplete_Address,Breach,1,3565
20260407,BSR,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,RTO On/Before LPD,1,713
20260407,BSR,prepaid,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,713
20260407,CDM,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,4,25
20260407,CDM,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,3,25
20260407,CDM,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_No_Response,Breach,3,25
20260407,CDM,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,3,25
20260407,CDM,cod,ZRTO,ZRTO_others,,Breach,1,25
20260407,CDM,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,1,25
20260407,CLQ,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,32,396
20260407,CLQ,prepaid,ZRTO,ZRTO_others,,Breach,16,1593
20260407,CLQ,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,11,396
20260407,CLQ,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,7,396
20260407,CLQ,cod,ZRTO,ZRTO_others,,Breach,7,396
20260407,CLQ,cod,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,7,396
20260407,CLQ,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,5,1593
20260407,CLQ,prepaid,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,4,1593
20260407,CLQ,prepaid,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,3,1593
20260407,CLQ,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,2,396
20260407,CLQ,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,2,396
20260407,CLQ,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,2,1593
20260407,CLQ,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,1,1593
20260407,CLQ,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,Breach,1,396
20260407,CLQ,prepaid,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,Breach,1,1593
20260407,CLQ,prepaid,ZRTO,ZRTO_others,,RTO On/Before LPD,1,1593
20260407,CLQ,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_No_Response,Breach,1,396
20260407,CLQ,prepaid,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,1,1593
20260407,CLQ,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,RTO On/Before LPD,1,396
20260407,CLQ,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,1,396
20260407,CLQ,cod,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,1,396
20260407,CLQ,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_SameStateMisroute,Breach,1,396
20260407,CLQ,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,Breach,1,1593
20260407,CLS,cod,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,1,43
20260407,CLS,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,1,85
20260407,CLS,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,Breach,1,43
20260407,CLS,cod,ZRTO,ZRTO_others,,Breach,1,43
20260407,CLS,cod,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,1,43
20260407,CLS,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,1,43
20260407,CMD,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,2256,8498
20260407,CMD,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,1003,8498
20260407,CMD,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,563,8498
20260407,CMD,cod,ZRTO,ZRTO_others,,Breach,478,8498
20260407,CMD,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,473,8498
20260407,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,186,8498
20260407,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,130,8498
20260407,CMD,cod,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,104,8498
20260407,CMD,cod,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,100,8498
20260407,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,66,8498
20260407,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,Breach,60,8498
20260407,CMD,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,60,8498
20260407,CMD,cod,ZRTO,ZRTO_others,,RTO On/Before LPD,49,8498
20260407,CMD,cod,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,Breach,38,8498
20260407,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,RTO On/Before LPD,17,8498
20260407,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_SameStateMisroute,Breach,16,8498
20260407,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Shipment_Damage,Breach,16,8498
20260407,CMD,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,15,8498
20260407,CMD,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_NonServiceablePincode,Breach,10,8498
20260407,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,RTO On/Before LPD,8,8498
20260407,CMD,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_No_Response,Breach,7,8498
20260407,CMD,prepaid,ZRTO,ZRTO_others,,Breach,6,105
20260407,CMD,cod,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,RTO On/Before LPD,6,8498
20260407,CMD,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_SameStateMisroute,Breach,5,8498
20260407,CMD,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_Order_Rejected_By_Customer,Breach,5,8498
20260407,CMD,cod,ZRTO,ZRTO_OSM,Undelivered_OtherStateMisroute,Breach,5,8498
20260407,CMD,cod,Non_ZRTO,Attempt_1_or_2,,RTO On/Before LPD,4,8498
20260407,CMD,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,4,105
20260407,CMD,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,3,8498
20260407,CMD,cod,Non_ZRTO,Attempt_1_or_2,,Breach,3,8498
20260407,CMD,cod,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,RTO On/Before LPD,3,8498
20260407,CMD,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,RTO On/Before LPD,2,8498
20260407,CMD,cod,ZRTO,ZRTO_SSM,Undelivered_UntraceableFromHub,Breach,2,8498
20260407,CMD,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_Shipment_Damage,Breach,2,8498
20260407,CMD,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_HeavyLoad,Breach,2,8498
20260407,CMD,cod,Non_ZRTO,Non_ZRTO_Others,,RTO On/Before LPD,2,8498
20260407,CMD,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,1,105
20260407,CMD,prepaid,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,1,105
20260407,CMD,cod,ZRTO,ZRTO_OSM,Undelivered_OtherStateMisroute,RTO On/Before LPD,1,8498
20260407,CMD,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,RTO On/Before LPD,1,8498
20260407,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_OtherStateMisroute,Breach,1,8498
20260407,CMD,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_Incomplete_Address,Breach,1,8498
20260407,CMD,prepaid,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,105
20260407,CMD,cod,ZRTO,ZRTO_others,Undelivered_UntraceableFromHub,Breach,1,8498
20260407,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Shipment_Damage,RTO On/Before LPD,1,8498
20260407,CMD,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,Breach,1,105
20260407,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,RTO On/Before LPD,1,8498
20260407,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,RTO On/Before LPD,1,8498
20260407,CMP,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,5,27
20260407,CMP,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,3,27
20260407,CMP,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,2,27
20260407,CMP,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,1,27
20260407,CMP,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,1,27
20260407,CND,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,3,13
20260407,CND,cod,ZRTO,ZRTO_others,,Breach,1,13
20260407,CND,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,1,13
20260407,CRD,prepaid,ZRTO,ZRTO_others,,RTO On/Before LPD,3,473
20260407,CRD,prepaid,ZRTO,ZRTO_others,,Breach,2,473
20260407,CRD,prepaid,Non_ZRTO,Cancelled_by_Client,Undelivered_No_Response,Breach,1,473
20260407,CRM,prepaid,ZRTO,ZRTO_others,,Breach,9,150
20260407,CRM,prepaid,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,150
20260407,CRM,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,1,150
20260407,CSU,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,23,165
20260407,CSU,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,7,165
20260407,CSU,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,4,165
20260407,CSU,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,2,165
20260407,CSU,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,2,165
20260407,CSU,prepaid,ZRTO,ZRTO_others,,Breach,2,217
20260407,CSU,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,1,165
20260407,CSU,cod,ZRTO,ZRTO_others,,Breach,1,165
20260407,CSU,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,165
20260407,CSU,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,1,217
20260407,CSU,prepaid,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,1,217
20260407,CSU,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,1,217
20260407,CUL,prepaid,Non_ZRTO,Cancelled_by_Client,Undelivered_No_Response,Breach,1,101
20260407,DAB,prepaid,ZRTO,ZRTO_others,,Breach,1,67
20260407,DAB,prepaid,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,1,67
20260407,DAB,prepaid,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,67
20260407,DAH,prepaid,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,127,5079
20260407,DAH,prepaid,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,46,5079
20260407,DAH,prepaid,ZRTO,ZRTO_others,,Breach,44,5079
20260407,DAH,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,31,5079
20260407,DAH,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,15,5079
20260407,DAH,prepaid,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,15,5079
20260407,DAH,prepaid,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,11,5079
20260407,DAH,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,Breach,10,5079
20260407,DAH,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,10,5079
20260407,DAH,prepaid,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,9,5079
20260407,DAH,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,8,5079
20260407,DAH,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,4,5079
20260407,DAH,prepaid,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,Breach,3,5079
20260407,DAH,prepaid,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,3,5079
20260407,DAH,prepaid,Non_ZRTO,Attempt_GTE3_Other,Undelivered_NonServiceablePincode,Breach,2,5079
20260407,DAH,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_Shipment_Damage,Breach,1,5079
20260407,DAH,prepaid,ZRTO,ZRTO_OSM,Undelivered_OtherStateMisroute,Breach,1,5079
20260407,DAH,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_SameStateMisroute,Breach,1,5079
20260407,DAH,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,RTO On/Before LPD,1,5079
20260407,DAH,prepaid,Non_ZRTO,Cancelled_by_Client,Undelivered_No_Response,Breach,1,5079
20260407,DAM,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,10,89
20260407,DAM,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,3,89
20260407,DAM,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,2,89
20260407,DAM,prepaid,ZRTO,ZRTO_others,,Breach,2,199
20260407,DAM,prepaid,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,2,199
20260407,DAM,cod,ZRTO,ZRTO_others,,Breach,1,89
20260407,DAM,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,89
20260407,DAM,cod,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,1,89
20260407,DAX,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,221,701
20260407,DAX,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,94,701
20260407,DAX,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,44,701
20260407,DAX,cod,ZRTO,ZRTO_others,,Breach,40,701
20260407,DAX,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,35,701
20260407,DAX,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_No_Response,Breach,25,701
20260407,DAX,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,24,701
20260407,DAX,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,12,701
20260407,DAX,cod,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,10,701
20260407,DAX,cod,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,10,701
20260407,DAX,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_NonServiceablePincode,Breach,7,701
20260407,DAX,cod,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,Breach,6,701
20260407,DAX,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,Breach,4,701
20260407,DAX,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,4,701
20260407,DAX,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,4,701
20260407,DAX,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_HeavyLoad,Breach,2,701
20260407,DAX,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,1,701
20260407,DAX,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_SameStateMisroute,Breach,1,701
20260407,DAX,cod,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,RTO On/Before LPD,1,701
20260407,DAX,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_UntraceableFromHub,Breach,1,701
20260407,DAX,cod,Non_ZRTO,Attempt_1_or_2,,RTO On/Before LPD,1,701
20260407,DAX,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Shipment_Damage,Breach,1,701
20260407,DAX,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_OtherStateMisroute,Breach,1,701
20260407,DAX,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,RTO On/Before LPD,1,701
20260407,DEL,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,Breach,1,9
20260407,DEW,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,11,83
20260407,DEW,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,3,83
20260407,DEW,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,3,83
20260407,DEW,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,2,83
